crop_name,NUTS2,ncu,country,crop_code,crop,texture,area_ncu,yield_ref,yield_target,soc_ref,soc_target,n_sp_ref,n_sp_sw_crit,n_sp_gw_crit,density,cn,clay,ph,n_fert,n_man,n_fix,n_dep,n_covercrop,nh3_man,nh3_fert,n_leach_frac,cov_soil,cov_clim,cov_crop,cov_fert,cov_soc,NUTS1,ncu_areacountry,ncu_areacountrycf,ar_ag_total,ar_arable,ar_perm_grass,ar_perm_crops,area_int_nuts,area_ncu_ha,parea.cr,sum_cov,parea.cc,parea.cres,area_no_till,parea.rtct,parea.ntct,n_man_nuts,neff,n_man_ncu,c_man_ncu,parea.nifnof,parea.mifnof,parea.hifnof,parea.mifhof,parea.hifhof,fert_type
Barly,BE22,1890,BE,BARL,3,3,0.0625,8573.02995582406,7750,1.35,1.25,135.1639,100.067,151.555,1446.1,16.65,20.9756,6.4,163.4393,85,2,16.4746,17,0.1055,0.0222,0.25,medium,temperate,cereals,fhigh,cmedium,BE2,2.9972,1,85950,57450,18710,9790,86866.9566666667,6.25,3.75674261663868,6.25,0.600731325091416,3.0352167856521,0.761671319482166,5.53082899310252,6.31490241021652,12342.2558,214.4393,46.1031411153407,336.783445847564,0,0,0,0,6.25,hifhof
Barly,BE22,1936,BE,BARL,3,2,1.0157,8089.29683993033,7814,1.31725,1.25,136.002,39.291,75.698,1443.2,17.53,19.7149,6.6,165.2965,85,2,16.5435,17,0.1247,0.0222,0.5625,medium,temperate,cereals,fhigh,cmedium,BE2,59.7442,0.333333333333333,85950,57450,18710,9790,86866.9566666667,101.57,61.0515756115186,101.57,9.76260491032562,49.3259150269894,12.3780729471686,89.8826081327077,102.624742048911,12342.2558,216.2965,46.5024277837798,339.700234960512,0,0,0,0,101.57,hifhof
Barly,BE22,1938,BE,BARL,3,3,2.646075,8089.29683993033,7814,1.308,1.25,135.6305,32.469,118.764,1438.5,17.11,21.5729,7,166.0752,85,2,15.3933,17,0.1276,0.0222,0.375,medium,temperate,cereals,fhigh,cmedium,BE2,119.1632,0.25,85950,57450,18710,9790,86866.9566666667,264.6075,159.049963509155,264.6075,25.4332822566602,128.50258009751,32.2470309871803,234.15981324678,267.355286321819,12342.2558,217.0752,46.6698435326025,340.923207005661,0,0,0,0,264.6075,hifhof
Barly,BE22,1944,BE,BARL,3,2,3.07376666666667,8089.29683993033,7814,1.31795,1.25,136.7127,27.024,77.701,1440.3,17.59,21.5763,6.6,166.7137,85,2,15.837,17,0.1265,0.0222,0.5625,medium,temperate,cereals,fhigh,cmedium,BE2,141.1793,0.333333333333333,85950,57450,18710,9790,86866.9566666667,307.376666666667,184.757603684322,307.376666666667,29.5441267630158,149.272770909513,37.4591986044848,272.007644768514,310.568584508424,12342.2558,217.7137,46.8071171368446,341.92599068465,0,0,0,0,307.376666666667,hifhof
Barly,BE22,2101,BE,BARL,3,3,1.88195,8089.29683993033,7814,1.33305,1.25,136.7244,75.951,152.723,1442.2999,17.07,21.3477,7.2,166.1333,85,2,16.4291,17,0.1088,0.0222,0.2915,medium,temperate,cereals,fhigh,cmedium,BE2,47.1622,0.5,85950,57450,18710,9790,86866.9566666667,188.195,113.120028278131,188.195,18.0887410760926,91.3940196761275,22.9348374351914,166.539897977109,190.149289454512,12342.2558,217.1333,46.6823346781099,341.014454823593,0,0,0,0,188.195,hifhof
Barly,BE22,2102,BE,BARL,3,3,0.14205,8089.29683993033,7814,1.34,1.25,138.7296,99.377,152.165,1443.6001,16.88,21.2286,6.8,168.1385,85,2,16.4291,17,0.1171,0.0222,0.3365,medium,temperate,cereals,fhigh,cmedium,BE2,3.4066,0.5,85950,57450,18710,9790,86866.9566666667,14.205,8.5383246190964,14.205,1.36534215566777,6.89844071043009,1.73112657491907,12.5704681355234,14.3525101979401,12342.2558,219.1385,47.1134404435385,344.163682440049,0,0,0,0,14.205,hifhof
Barly,BE22,2127,BE,BARL,3,2,0.2576,8089.29683993033,7814,1.32405,1.25,135.137,19.566,86.366,1439.7,17.06,21.4127,7.1,165.4382,85,2,15.5368,17,0.1653,0.0222,0.5625,medium,temperate,cereals,fhigh,cmedium,BE2,6.8132,0.5,85950,57450,18710,9790,86866.9566666667,25.76,15.483790368738,25.76,2.47597422949678,12.5099495037437,3.13930451037769,22.7958647779714,26.0275017739484,12342.2558,216.4382,46.5328924192083,339.922779122317,0,0,0,0,25.76,hifhof
Barly,BE22,2129,BE,BARL,3,3,6.54706666666667,8089.29683993033,7814,1.3255,1.25,136.0589,34.843,148.41,1439.2001,17.22,21.5393,7.2,166.6104,85,2,15.2865,17,0.1245,0.0222,0.3338,medium,temperate,cereals,fhigh,cmedium,BE2,261.7744,0.333333333333333,85950,57450,18710,9790,86866.9566666667,654.706666666667,393.53030977026,654.706666666667,62.9284485460561,317.9482662952,79.7874065078033,579.371298236401,661.505393170905,12342.2558,217.6104,46.7849082671215,341.763754891322,0,0,0,0,654.706666666667,hifhof
Barly,BE23,1891,BE,BARL,3,2,0.167,8089.29683993033,7814,1.26885,1.25,136.0437,43.541,70.472,1430.4,15.75,22.1842,6.5,165.3914,85,2,16.4903,17,0.1071,0.0222,0.5625,medium,temperate,cereals,fhigh,cmedium,BE2,18.0688,0.5,148330,99500,47030,1800,150562.668166667,16.7,10.4272415252924,16.7,2.61031985515993,8.02077046871857,1.83644516506568,16.8974063751159,18.7866229529708,20136.5294,216.3914,50.1753348090839,366.530820780358,0,0,0,0,16.7,hifhof
Barly,BE23,1893,BE,BARL,3,3,2.4121,8089.29683993033,7814,1.26615,1.25,135.344,35.826,108.548,1430.1,15.63,22.185,6.4,164.4739,85,2,16.7081,17,0.1153,0.0222,0.375,medium,temperate,cereals,fhigh,cmedium,BE2,82.9406,1,148330,99500,47030,1800,150562.668166667,241.21,150.608079539868,241.21,37.7027097163549,115.849703279018,26.5250861236823,244.061280942617,271.348582184796,20136.5294,215.4739,49.9625912819043,364.976729314311,0,0,0,0,241.21,hifhof
